0,1,2,Labels,Object,sinx,cosx,siny,cosy,sinz,cosz
-0.02828714,-0.009700438,0.03780051,w-grasp,banana,-0.088747139,0.996054188,-0.03046921,0.999535706,0.118471403,0.992957465
-0.05139231,-0.0333032,0.03390092,w-grasp,banana,-0.160748474,0.986995404,-0.104431246,0.994532109,0.106298531,0.994334261
0.09820458,0.003681673,0.01500239,w-grasp,banana,0.303639024,0.952787145,0.011565718,0.999933115,0.047112562,0.998889587
0.08901283,-0.02056866,0.02411182,w-grasp,banana,0.276003697,0.961156574,-0.064571489,0.997913084,0.075674868,0.997132546
-0.04632399,-0.028660469,0.02971048,w-grasp,banana,-0.145013696,0.989429648,-0.089915263,0.995949419,0.093200016,0.995647406
-0.04865206,-0.01776997,0.0447037,w-grasp,banana,-0.152246077,0.988342619,-0.05579537,0.998442225,0.139975502,0.990154967
0.04505053,-0.0132694,0.02446154,w-grasp,banana,0.141054259,0.990001867,-0.041673748,0.999131272,0.076770317,0.997048804
0.09387687,-0.001101703,0.03226099,w-grasp,banana,0.290657743,0.956827088,-0.003460993,0.999994011,0.101174492,0.994868696
0.073128454,0.007401345,0.025464,w-grasp,banana,0.227717584,0.973727222,0.02324923,0.9997297,0.079909865,0.996802093
0.06915593,0.01913161,0.002548677,w-grasp,banana,0.215548359,0.976493167,0.060065776,0.998194421,0.008006585,0.999967947
0.04755602,0.02364115,0.002985088,w-grasp,banana,0.148842111,0.988860974,0.074200416,0.99724335,0.009377516,0.99995603
-0.08050412,-0.0371151,0.04385934,w-grasp,banana,-0.250216337,0.968189953,-0.116333079,0.993210257,0.137348571,0.990522776
0.05707385,-0.004415228,0.03407831,w-grasp,banana,0.178338379,0.983969218,-0.013869994,0.999903807,0.106852628,0.994274869
0.0605327,-0.01467065,0.02087187,w-grasp,banana,0.189019428,0.981973348,-0.046071533,0.998938143,0.065522006,0.997851125
0.100213,-0.00800519,0.01942687,w-grasp,banana,0.309644505,0.950852397,-0.025145654,0.999683798,0.060991634,0.998138277
0.046585463,0.02559349,0.01167242,w-grasp,banana,0.145826382,0.989310197,0.080315351,0.996769504,0.03666069,0.999327771
0.1058942,-0.000552007,0.01345199,w-grasp,banana,0.326564618,0.945174878,-0.001734128,0.999998496,0.042246849,0.999107203
0.04704383,-0.002948798,0.03271314,w-grasp,banana,0.147250797,0.989099188,-0.009263516,0.999957093,0.10258753,0.994723981
-0.06399045,-0.04185841,0.0484928,w-grasp,banana,-0.199674773,0.979862228,-0.13111955,0.991366564,0.151751575,0.988418666
-0.01798449,-0.004088043,0.0352557,w-grasp,banana,-0.056468223,0.998404397,-0.012842235,0.999917535,0.110529483,0.993872846
0.1010541,0.000920458,0.02976082,w-grasp,banana,0.312155873,0.9500309,0.002891613,0.999995819,0.09335747,0.995632655
0.062101133,-0.01508026,0.01412525,w-grasp,banana,0.193855524,0.981030089,-0.047356918,0.998878032,0.044359911,0.999015615
-0.077631176,-0.04618428,0.04029418,w-grasp,banana,-0.241468008,0.970408781,-0.144579422,0.989493199,0.126246383,0.991998917
-0.06327825,-0.0336224,0.04943601,w-grasp,banana,-0.197481955,0.980306522,-0.105428477,0.994426888,0.154679682,0.987964673
0.04035344,0.02995187,0.014460361,w-grasp,banana,0.126431056,0.991975397,0.093955016,0.995576444,0.045411602,0.998968361
0.0653528,0.01988162,0.01751026,w-grasp,banana,0.203866568,0.978998684,0.062417509,0.998050126,0.054980744,0.998487415
-0.008252885,-0.001122476,0.03330779,w-grasp,banana,-0.025923534,0.999663929,-0.003526251,0.999993783,0.104445587,0.994530603
0.01969229,-0.001048538,0.03206826,w-grasp,banana,0.061823877,0.998087074,-0.003293976,0.999994575,0.100572119,0.994929771
0.02731384,-0.000571127,0.03225025,w-grasp,banana,0.085701172,0.996320887,-0.001794196,0.99999839,0.101140925,0.994872109
-0.01107233,-0.009628437,0.0269446,w-grasp,banana,-0.034776711,0.999395107,-0.030243121,0.999542572,0.084545415,0.996419627
0.09684649,-0.007092583,0.03189433,w-grasp,banana,0.299571264,0.954073927,-0.022279506,0.999751781,0.100028473,0.994984575
-0.05445683,-0.02709133,0.04697885,w-grasp,banana,-0.17024287,0.985402134,-0.085004708,0.99638055,0.147048884,0.989129226
0.091600545,0.008308146,0.03092133,w-grasp,banana,0.283808027,0.958881121,0.026097077,0.999659413,0.096986662,0.995285681
0.04034914,-0.009082266,0.02147646,w-grasp,banana,0.126417656,0.991977105,-0.028528068,0.999592992,0.067417125,0.997724878
0.04212268,-0.004211376,0.0265312,w-grasp,banana,0.131942541,0.991257366,-0.013229652,0.999912484,0.083251298,0.996528585
-0.063872196,-0.02568616,0.04644891,w-grasp,banana,-0.199310745,0.979936338,-0.08060553,0.99674608,0.145401973,0.989372663
0.072886884,0.00111575,0.03586163,w-grasp,banana,0.226978564,0.973899754,0.003505121,0.999993857,0.112421148,0.993660649
-0.07628508,-0.02823325,0.04356522,w-grasp,banana,-0.237362234,0.971421211,-0.088578511,0.996069198,0.136433291,0.99064926
0.07121752,-0.004924734,0.02736092,w-grasp,banana,0.221868037,0.975076702,-0.015470435,0.999880326,0.085848529,0.9963082
0.03097687,-0.01168647,0.02362716,w-grasp,banana,0.097160316,0.995268744,-0.036704799,0.999326152,0.074156587,0.99724661
0.09269958,0.007295658,0.0165339,w-grasp,banana,0.28711698,0.957895527,0.022917303,0.999737364,0.051917895,0.998651357
-0.068048246,-0.03609542,0.04146292,w-grasp,banana,-0.21214907,0.977237316,-0.113150913,0.993577813,0.129887743,0.991528706
0.08818163,0.01649492,0.014552871,w-grasp,banana,0.273492972,0.961874001,0.051795604,0.998657707,0.04570192,0.998955121
0.092861384,0.01260265,0.01553951,w-grasp,banana,0.287603848,0.957749459,0.039580883,0.99921637,0.048797983,0.998808669
-0.06865933,-0.02763663,0.03910694,w-grasp,banana,-0.2140247,0.976828249,-0.086711442,0.99623347,0.12254564,0.992462879
-0.0381936,-0.01168982,0.04096428,w-grasp,banana,-0.119697508,0.992810408,-0.036715316,0.999325765,0.128334377,0.991730955
0.05663957,0.02453098,0.01319804,w-grasp,banana,0.176995793,0.984211608,0.076987817,0.997032034,0.041449764,0.999140589
0.0824327,0.007459819,0.03258209,w-grasp,banana,0.256077617,0.966656223,0.023432876,0.999725412,0.102178,0.994766132
0.099960074,0.000463339,0.02057333,w-grasp,banana,0.308888891,0.95109813,0.00145558,0.999998941,0.06458613,0.997912136
0.0979932,0.008778018,0.01854222,w-grasp,banana,0.303006259,0.952988566,0.027572649,0.999619802,0.058217448,0.998303926
0.05786031,0.024392549,0.005353989,w-grasp,banana,0.18076889,0.983525601,0.07655422,0.99706542,0.016818762,0.999858555
0.100981005,0.006477369,0.02447999,w-grasp,banana,0.311937711,0.950102555,0.02034725,0.999792973,0.076828107,0.997044353
0.085984245,0.001473634,0.02841746,w-grasp,banana,0.266846611,0.963739014,0.004629404,0.999989284,0.089154917,0.996017771
0.04079536,-0.011553871,0.012537951,w-grasp,banana,0.127808085,0.991798918,-0.036288515,0.999341355,0.039377789,0.999224394
-0.07279227,-0.04202978,0.04345579,w-grasp,banana,-0.226689082,0.973967176,-0.131653242,0.991295831,0.136092723,0.990696104
0.02965374,-0.01113784,0.014487211,w-grasp,banana,0.093022542,0.995664003,-0.034982385,0.999387929,0.045495864,0.998964527
0.08697131,0.01172693,0.02405834,w-grasp,banana,0.269833747,0.962906926,0.036831818,0.999321478,0.075507341,0.997145246
0.07745219,0.004522473,0.03058559,w-grasp,banana,0.240922324,0.970544401,0.014206871,0.999899077,0.095936853,0.995387422
0.053290613,0.02895174,0.009911634,w-grasp,banana,0.166631546,0.986019233,0.090826547,0.995866727,0.031132367,0.99951527
0.09459455,0.01265561,0.0233602,w-grasp,banana,0.292814257,0.956169342,0.039747126,0.999209771,0.073320216,0.997308451
0.09407427,-0.015015161,0.01919624,w-grasp,banana,0.291251046,0.956646658,-0.047152638,0.998887696,0.060268443,0.998182205
-0.004405798,-0.007236575,0.02939952,w-grasp,banana,-0.013840373,0.999904217,-0.022731742,0.999741601,0.092227343,0.995737976
-0.044291317,-0.02585152,0.03823938,w-grasp,banana,-0.138692638,0.990335474,-0.081123307,0.996704073,0.119840291,0.992793183
0.091403864,-0.01303974,0.03218106,w-grasp,banana,0.283215506,0.959056295,-0.040952887,0.999161079,0.100924677,0.99489407
0.06998602,-0.01868047,0.014352511,w-grasp,banana,0.218094051,0.975927756,-0.058651018,0.998278547,0.045073138,0.99898369
0.07788739,-0.002835401,0.03108793,w-grasp,banana,0.242249008,0.970214109,-0.008907294,0.999960329,0.097507555,0.995234785
0.100359604,-0.01111728,0.02886221,w-grasp,banana,0.310082393,0.950709687,-0.034917836,0.999390186,0.090546447,0.995892234
0.03493559,-0.001205257,0.02801383,w-grasp,banana,0.109529963,0.993983494,-0.003786306,0.999992832,0.087891891,0.996130019
0.04180029,0.004177623,0.02974278,w-grasp,banana,0.13093854,0.991390488,0.013123626,0.999913882,0.093301045,0.995637944
-0.02734852,-0.014518261,0.0295171,w-grasp,banana,-0.085809718,0.996311544,-0.045593306,0.998960085,0.09259514,0.995703842
0.073323995,0.02000222,0.02236971,w-grasp,banana,0.228315694,0.973587153,0.06279563,0.998026407,0.070216617,0.997531767
0.07293788,0.016833931,0.01655736,w-grasp,banana,0.227134584,0.973863379,0.052859148,0.998601978,0.051991495,0.998647528
0.06116171,0.003712424,0.03359728,w-grasp,banana,0.190959471,0.981597922,0.011662316,0.999931993,0.105350002,0.994435205
0.08010937,0.019458279,0.01486045,w-grasp,banana,0.249015485,0.968499503,0.061090121,0.998132254,0.046667148,0.998910495
-0.029449472,-0.020669721,0.02682355,w-grasp,banana,-0.092383598,0.995723491,-0.064888307,0.997892533,0.084166492,0.996451706
-0.05226193,-0.02400747,0.03929413,w-grasp,banana,-0.163444254,0.986552571,-0.075347988,0.9971573,0.123129244,0.992390643
0.01613138,-0.011143521,0.02105302,w-grasp,banana,0.050655042,0.998716209,-0.03500022,0.999387305,0.066089856,0.997813675
0.05445268,-0.012282901,0.02067325,w-grasp,banana,0.170230023,0.985404353,-0.038577157,0.999255624,0.06489937,0.997891814
0.03815829,-0.006999423,0.03328984,w-grasp,banana,0.119587379,0.99282368,-0.021986915,0.999758259,0.104389505,0.994536491
0.06499958,-0.002263406,0.03590655,w-grasp,banana,0.202780106,0.979224299,-0.00711043,0.999974721,0.112561368,0.993644775
0.06373644,0.004027709,0.02678416,w-grasp,banana,0.198892807,0.980021251,0.01265271,0.999919951,0.084043186,0.996462113
-0.060447827,-0.04146544,0.04103857,w-grasp,banana,-0.188757599,0.982023711,-0.129895593,0.991527677,0.128565826,0.991700977
0.09514139,0.005652611,0.014562011,w-grasp,banana,0.294456425,0.955664907,0.017756744,0.999842337,0.045730603,0.998953809
-0.00022138,-0.000425326,0.03417236,w-grasp,banana,-0.000695464,0.999999758,-0.00133616,0.999999107,0.10714639,0.994243256
0.06744479,0.019819,0.005488915,w-grasp,banana,0.210296085,0.977637743,0.06222117,0.998062386,0.017242572,0.999851336
0.078790285,-0.008726337,0.026369391,w-grasp,banana,0.244999988,0.969523082,-0.027410354,0.999624266,0.082744728,0.996570775
-0.003634222,-0.009300669,0.02344127,w-grasp,banana,-0.011416661,0.999934828,-0.029213895,0.999573183,0.073574209,0.997289745
0.047409732,0.003254038,0.03538486,w-grasp,banana,0.14838765,0.988929272,0.010222382,0.99994775,0.110932744,0.993827916
0.06757051,0.0214822,0.00868224,w-grasp,banana,0.210682186,0.97755461,0.067435116,0.997723662,0.027271875,0.999628053
-0.053475827,-0.031218499,0.04145026,w-grasp,banana,-0.167205233,0.985922112,-0.097915774,0.995194705,0.129848309,0.991533871
0.099920794,0.001638143,0.012179321,w-grasp,banana,0.308771525,0.951136239,0.005146204,0.999986758,0.038252002,0.999268124
0.07200924,0.01937487,0.004596274,w-grasp,banana,0.224292548,0.974521859,0.060828579,0.998148227,0.014438693,0.999895757
0.019760821,-0.007301557,0.02697059,w-grasp,banana,0.062038754,0.998073741,-0.02293583,0.999736939,0.08462677,0.996412721
0.079469435,0.01379742,0.01844692,w-grasp,banana,0.247067955,0.968998156,0.043331024,0.99906077,0.057918568,0.998321311
0.06905719,0.001041156,0.02653475,w-grasp,banana,0.215245448,0.976559981,0.003270786,0.999994651,0.083262411,0.996527657
-0.06967859,-0.04492023,0.05148207,w-grasp,banana,-0.217151407,0.976137934,-0.140649002,0.990059523,0.161026781,0.986950037
0.02730442,-0.005885677,0.0259845,w-grasp,banana,0.085671688,0.996323422,-0.018488802,0.999829067,0.08153968,0.996670096
0.06512282,-0.006202059,0.03082459,w-grasp,banana,0.203159206,0.979145718,-0.019482536,0.999810197,0.096684181,0.99531511
-0.04661828,-0.01910092,0.03792428,w-grasp,banana,-0.145928373,0.989295158,-0.059969537,0.998200208,0.11885748,0.992911325
0.08493279,-0.003556392,0.03400438,w-grasp,banana,0.26366179,0.964615188,-0.011172173,0.999937589,0.106621703,0.994299659
0.078978814,0.01242449,0.02907314,w-grasp,banana,0.245574159,0.969377807,0.039021624,0.999238366,0.091206342,0.995832016
0.0119232,0.000119005,0.03272079,w-grasp,banana,0.037447973,0.999298579,0.000373855,0.99999993,0.102611435,0.994721515
0.09019217,0.01086588,0.017695,w-grasp,banana,0.27956278,0.960127414,0.034128533,0.999417452,0.055560218,0.998455338
-0.060765192,-0.02757946,0.04106048,w-grasp,banana,-0.189736585,0.981835031,-0.086532517,0.996249027,0.128634085,0.991692126
0.094401665,0.010875979,0.01876991,w-grasp,banana,0.292234814,0.956346597,0.034160241,0.999416369,0.058931508,0.998262028
0.06788371,0.003907173,0.03367861,w-grasp,banana,0.211643918,0.977346843,0.012274076,0.999924671,0.105604075,0.994408256
0.082893305,-0.014692411,0.024932241,w-grasp,banana,0.257476091,0.96628467,-0.046139822,0.998934991,0.078244576,0.996934194
0.084515214,0.005073089,0.02115503,w-grasp,banana,0.262396167,0.964960233,0.015936434,0.999873007,0.066409616,0.997792445
0.03739002,0.001038025,0.0344799,w-grasp,banana,0.117190833,0.993109414,0.003260949,0.999994683,0.108106914,0.994139273
0.06747838,-0.007448648,0.02784059,w-grasp,banana,0.210399247,0.977615546,-0.023397792,0.999726234,0.087349751,0.996177706
0.09820458,0.003681673,0.01500239,w-grasp,banana,0.303639024,0.952787145,0.011565718,0.999933115,0.047112562,0.998889587
0.06915593,0.01913161,0.002548677,w-grasp,banana,0.215548359,0.976493167,0.060065776,0.998194421,0.008006585,0.999967947
0.09269958,0.007295658,0.0165339,w-grasp,banana,0.28711698,0.957895527,0.022917303,0.999737364,0.051917895,0.998651357
0.092861384,0.01260265,0.01553951,w-grasp,banana,0.287603848,0.957749459,0.039580883,0.99921637,0.048797983,0.998808669
0.09514139,0.005652611,0.014562011,w-grasp,banana,0.294456425,0.955664907,0.017756744,0.999842337,0.045730603,0.998953809
0.06744479,0.019819,0.005488915,w-grasp,banana,0.210296085,0.977637743,0.06222117,0.998062386,0.017242572,0.999851336
0.06757051,0.0214822,0.00868224,w-grasp,banana,0.210682186,0.97755461,0.067435116,0.997723662,0.027271875,0.999628053
0.07200924,0.01937487,0.004596274,w-grasp,banana,0.224292548,0.974521859,0.060828579,0.998148227,0.014438693,0.999895757
0.09019217,0.01086588,0.017695,w-grasp,banana,0.27956278,0.960127414,0.034128533,0.999417452,0.055560218,0.998455338
0.06747838,-0.007448648,0.02784059,w-grasp,banana,0.210399247,0.977615546,-0.023397792,0.999726234,0.087349751,0.996177706
0.09820458,0.003681673,0.01500239,w-grasp,banana,0.303639024,0.952787145,0.011565718,0.999933115,0.047112562,0.998889587
0.06915593,0.01913161,0.002548677,w-grasp,banana,0.215548359,0.976493167,0.060065776,0.998194421,0.008006585,0.999967947
0.09269958,0.007295658,0.0165339,w-grasp,banana,0.28711698,0.957895527,0.022917303,0.999737364,0.051917895,0.998651357
0.092861384,0.01260265,0.01553951,w-grasp,banana,0.287603848,0.957749459,0.039580883,0.99921637,0.048797983,0.998808669
0.09514139,0.005652611,0.014562011,w-grasp,banana,0.294456425,0.955664907,0.017756744,0.999842337,0.045730603,0.998953809
0.06744479,0.019819,0.005488915,w-grasp,banana,0.210296085,0.977637743,0.06222117,0.998062386,0.017242572,0.999851336
0.06757051,0.0214822,0.00868224,w-grasp,banana,0.210682186,0.97755461,0.067435116,0.997723662,0.027271875,0.999628053
0.07200924,0.01937487,0.004596274,w-grasp,banana,0.224292548,0.974521859,0.060828579,0.998148227,0.014438693,0.999895757
0.09019217,0.01086588,0.017695,w-grasp,banana,0.27956278,0.960127414,0.034128533,0.999417452,0.055560218,0.998455338
0.06747838,-0.007448648,0.02784059,w-grasp,banana,0.210399247,0.977615546,-0.023397792,0.999726234,0.087349751,0.996177706
0.09820458,0.003681673,0.01500239,w-grasp,banana,0.303639024,0.952787145,0.011565718,0.999933115,0.047112562,0.998889587
0.06915593,0.01913161,0.002548677,w-grasp,banana,0.215548359,0.976493167,0.060065776,0.998194421,0.008006585,0.999967947
0.09269958,0.007295658,0.0165339,w-grasp,banana,0.28711698,0.957895527,0.022917303,0.999737364,0.051917895,0.998651357
0.092861384,0.01260265,0.01553951,w-grasp,banana,0.287603848,0.957749459,0.039580883,0.99921637,0.048797983,0.998808669
0.09514139,0.005652611,0.014562011,w-grasp,banana,0.294456425,0.955664907,0.017756744,0.999842337,0.045730603,0.998953809
0.06744479,0.019819,0.005488915,w-grasp,banana,0.210296085,0.977637743,0.06222117,0.998062386,0.017242572,0.999851336
0.06757051,0.0214822,0.00868224,w-grasp,banana,0.210682186,0.97755461,0.067435116,0.997723662,0.027271875,0.999628053
0.07200924,0.01937487,0.004596274,w-grasp,banana,0.224292548,0.974521859,0.060828579,0.998148227,0.014438693,0.999895757
0.09019217,0.01086588,0.017695,w-grasp,banana,0.27956278,0.960127414,0.034128533,0.999417452,0.055560218,0.998455338
0.06747838,-0.007448648,0.02784059,w-grasp,banana,0.210399247,0.977615546,-0.023397792,0.999726234,0.087349751,0.996177706
0.09820458,0.003681673,0.01500239,w-grasp,banana,0.303639024,0.952787145,0.011565718,0.999933115,0.047112562,0.998889587
0.06915593,0.01913161,0.002548677,w-grasp,banana,0.215548359,0.976493167,0.060065776,0.998194421,0.008006585,0.999967947
0.09269958,0.007295658,0.0165339,w-grasp,banana,0.28711698,0.957895527,0.022917303,0.999737364,0.051917895,0.998651357
0.092861384,0.01260265,0.01553951,w-grasp,banana,0.287603848,0.957749459,0.039580883,0.99921637,0.048797983,0.998808669
0.09514139,0.005652611,0.014562011,w-grasp,banana,0.294456425,0.955664907,0.017756744,0.999842337,0.045730603,0.998953809
0.06744479,0.019819,0.005488915,w-grasp,banana,0.210296085,0.977637743,0.06222117,0.998062386,0.017242572,0.999851336
0.06757051,0.0214822,0.00868224,w-grasp,banana,0.210682186,0.97755461,0.067435116,0.997723662,0.027271875,0.999628053
0.07200924,0.01937487,0.004596274,w-grasp,banana,0.224292548,0.974521859,0.060828579,0.998148227,0.014438693,0.999895757
0.09019217,0.01086588,0.017695,w-grasp,banana,0.27956278,0.960127414,0.034128533,0.999417452,0.055560218,0.998455338
-0.04015005,-0.0240737,0.0307756,w-grasp,banana,-0.125797208,0.992055977,-0.075555457,0.997141601,0.096530999,0.995329979
0.09582113,-0.01979399,0.02180733,w-grasp,banana,0.296496482,0.955033945,-0.062142754,0.998067271,0.068454152,0.997654263
-0.07391199,-0.025374219,0.04809948,w-grasp,banana,-0.2301137,0.97316375,-0.079628717,0.996824592,0.150530155,0.988605418
0.07348274,0.008636749,0.02249816,w-grasp,banana,0.228801191,0.973473171,0.027129018,0.99963194,0.070619141,0.997503352
0.05416806,0.02467416,0.011655609,w-grasp,banana,0.169348872,0.985556168,0.077436275,0.996997304,0.036607914,0.999329706
-0.0693565,-0.04199031,0.05560651,w-grasp,banana,-0.216163595,0.976357158,-0.131530325,0.991312147,0.173800748,0.984780839
0.08148892,0.021002311,0.01309331,w-grasp,banana,0.253210471,0.967411214,0.065930901,0.997824191,0.041121036,0.999154173
0.060664598,-0.014043841,0.008493549,w-grasp,banana,0.189426299,0.981894942,-0.044104415,0.999026927,0.026679318,0.999644044
-0.06365339,-0.020542469,0.03769656,w-grasp,banana,-0.198637111,0.980073109,-0.064489382,0.997918393,0.118147138,0.9929961
0.09948757,0.005845268,0.02331707,w-grasp,banana,0.307476768,0.951555588,0.018361878,0.999831406,0.073185087,0.997318376
0.059505638,-0.008021082,0.02510463,w-grasp,banana,0.185850097,0.98257811,-0.025195563,0.999682541,0.078784464,0.996891673
0.09854959,-0.013677371,0.01193783,w-grasp,banana,0.304671523,0.952457486,-0.042954241,0.999077041,0.037493903,0.999296856
-0.06793745,-0.03208088,0.03845788,w-grasp,banana,-0.211808914,0.977311099,-0.100611563,0.994925783,0.120521733,0.992710689
-0.06490214,-0.04482412,0.03664454,w-grasp,banana,-0.202480348,0.979286326,-0.140350067,0.990101944,0.114864725,0.993381143
-0.06809199,-0.03374097,0.04977869,w-grasp,banana,-0.212283362,0.977208153,-0.105798881,0.994387549,0.155743165,0.987797584
0.064682044,0.025488991,0.011230781,w-grasp,banana,0.20180319,0.979426093,0.079988123,0.996795817,0.035274179,0.999377672
